name,tool,cpu_count,time_in_seconds,memory_in_bytes,dataset_size
is_in,pyspark,1,299.5027609379995,27370000,6400MB
is_in,pyspark,1,263.28661171099884,27363832,6400MB
is_in,pyspark,1,228.4949008349995,27346000,6400MB
is_in,pyspark,2,210.62732070099992,27450400,6400MB
is_in,pyspark,2,200.56079394799963,27448240,6400MB
is_in,pyspark,2,222.79195906099994,27451256,6400MB
is_in,pyspark,10,245.61345492500004,27646624,6400MB
is_in,pyspark,10,178.20706841100036,27674256,6400MB
is_in,pyspark,10,230.00726595800006,27630312,6400MB
is_in,pyspark,20,212.45586219199868,29831208,6400MB
is_in,pyspark,20,197.51101337499858,29816064,6400MB
is_in,pyspark,20,228.07649229799972,27684424,6400MB
is_in,pyspark,1,148.5845799760009,27113848,3200MB
is_in,pyspark,1,102.81735740799922,27117560,3200MB
is_in,pyspark,1,101.79451266000068,27106232,3200MB
is_in,pyspark,2,93.33367203099988,27235280,3200MB
is_in,pyspark,2,103.30142529199838,27240208,3200MB
is_in,pyspark,2,92.58573891599916,27250040,3200MB
is_in,pyspark,10,87.67686187199979,27944784,3200MB
is_in,pyspark,10,96.07278310199943,27924792,3200MB
is_in,pyspark,10,91.89134897300028,27903536,3200MB
is_in,pyspark,20,95.31424285100002,29654152,3200MB
is_in,pyspark,20,88.18735910699979,27540640,3200MB
is_in,pyspark,20,92.4208280340008,29649872,3200MB
is_in,pyspark,1,75.75076131100104,27036936,1600MB
is_in,pyspark,1,53.38318607899964,27115696,1600MB
is_in,pyspark,1,52.15355521099991,27116376,1600MB
is_in,pyspark,2,48.194252151999535,27246240,1600MB
is_in,pyspark,2,48.23147205399982,27225760,1600MB
is_in,pyspark,2,48.90843894499994,27230976,1600MB
is_in,pyspark,10,45.25602353800059,28035488,1600MB
is_in,pyspark,10,45.43944762200044,28048840,1600MB
is_in,pyspark,10,44.69443153700013,28074760,1600MB
is_in,pyspark,20,46.96604068099987,28229040,1600MB
is_in,pyspark,20,46.70770454599915,28231680,1600MB
is_in,pyspark,20,45.27071794499898,28241232,1600MB
is_in,pyspark,1,33.88007631999972,27050240,800MB
is_in,pyspark,1,28.30384215400045,27064656,800MB
is_in,pyspark,1,27.567257597998832,27074824,800MB
is_in,pyspark,2,24.83722520999981,27174640,800MB
is_in,pyspark,2,26.30513563199929,27179704,800MB
is_in,pyspark,2,24.72010151500035,27213440,800MB
is_in,pyspark,10,26.24371992699889,28007824,800MB
is_in,pyspark,10,27.84388343899991,27997312,800MB
is_in,pyspark,10,26.26751961700029,27993288,800MB
is_in,pyspark,20,25.31071874700137,29901848,800MB
is_in,pyspark,20,27.240180818000223,29936416,800MB
is_in,pyspark,20,29.05679645500095,29923168,800MB
is_in,pyspark,1,18.52007266700093,27029552,400MB
is_in,pyspark,1,14.838908780000564,27034536,400MB
is_in,pyspark,1,15.653699258000415,27048080,400MB
is_in,pyspark,2,14.687743376000071,27159944,400MB
is_in,pyspark,2,14.703781207999782,27160440,400MB
is_in,pyspark,2,15.163155136999194,27166192,400MB
is_in,pyspark,10,17.014508698999634,28006528,400MB
is_in,pyspark,10,16.086756005999632,28025568,400MB
is_in,pyspark,10,16.13633066500006,28003216,400MB
is_in,pyspark,20,18.590432947999943,29883920,400MB
is_in,pyspark,20,15.854772507000234,29892464,400MB
is_in,pyspark,20,18.909947621001265,27779096,400MB
is_in,pyspark,1,9.26127104599982,381083168,200MB
is_in,pyspark,1,7.986583317999248,27172048,200MB
is_in,pyspark,1,8.064486964000025,380045224,200MB
is_in,pyspark,2,7.47352132999913,380354872,200MB
is_in,pyspark,2,7.651650247000362,381227848,200MB
